timestamp,region,service_type,demand,capacity_allocation,cost_usd,service_availability_pct,is_holiday,economic_index,market_growth_rate,cloud_adoption_index
09-01-2024,East Asia,Storage,432,520,124.04,99.88,0,96.5,4.54,73.89
09-01-2024,East Asia,Network,335,467,105.49,98.92,0,96.5,4.54,73.89
09-01-2024,South India,Compute,393,537,134.22,99.56,0,96.5,4.54,73.89
09-01-2024,South India,Storage,624,797,149.3,99.35,0,96.5,4.54,73.89
09-01-2024,South India,Network,588,713,127.54,99.54,0,96.5,4.54,73.89
09-01-2024,Japan East,Compute,487,655,78.14,99.54,0,96.5,4.54,73.89
09-01-2024,Japan East,Storage,416,471,118.24,99.26,0,96.5,4.54,73.89
09-01-2024,Japan East,Network,426,,145.19,98.62,0,96.5,4.54,73.89
09-01-2024,Southeast Asia,Compute,460,598,105.75,98.82,0,96.5,4.54,73.89
09-01-2024,Southeast Asia,Storage,566,736,133.99,99.52,0,96.5,4.54,73.89
09-01-2024,Southeast Asia,Network,242,300,36.65,98.94,0,96.5,4.54,73.89
09-01-2024,Korea Central,Compute,611,746,110.22,99.64,0,96.5,4.54,73.89
09-01-2024,Korea Central,Storage,281,343,84.24,99.1,0,96.5,4.54,73.89
09-01-2024,Korea Central,Network,436,604,122.63,99.07,0,96.5,4.54,73.89
09-01-2024,Central India,Compute,797,929,211.22,99.52,0,96.5,4.54,73.89
09-01-2024,Central India,Storage,545,650,145.78,98.79,0,96.5,4.54,73.89
09-01-2024,Central India,Network,807,1058,237.91,99.28,0,96.5,4.54,73.89
10-01-2024,East Asia,Compute,594,654,90.58,99.5,1,95.05,3.64,60.81
10-01-2024,East Asia,Storage,578,746,112.87,99.15,1,95.05,3.64,60.81
10-01-2024,East Asia,Network,806,1058,140.6,,1,95.05,3.64,60.81
10-01-2024,South India,Compute,734,880,244.59,99.74,1,95.05,3.64,60.81
10-01-2024,South India,Storage,650,765,166.67,99.93,1,95.05,3.64,
10-01-2024,South India,Network,,707,84.34,99.46,1,95.05,3.64,60.81
10-01-2024,Japan East,Compute,,446,74.19,99.35,1,95.05,3.64,60.81
10-01-2024,Japan East,Storage,710,880,,98.57,1,95.05,3.64,60.81
10-01-2024,Japan East,Network,246,324,80.88,99.85,1,95.05,3.64,60.81
10-01-2024,Southeast Asia,Compute,573,792,101.14,,1,,3.64,60.81
10-01-2024,Southeast Asia,Storage,233,277,40.99,99.65,1,95.05,3.64,60.81
10-01-2024,Southeast Asia,Network,615,803,149.02,99.78,1,95.05,3.64,60.81
10-01-2024,Korea Central,Compute,279,387,85.63,99.73,1,95.05,3.64,60.81
10-01-2024,Korea Central,Storage,663,819,203.43,99,1,95.05,3.64,60.81
10-01-2024,Korea Central,Network,500,582,93.79,99.77,1,95.05,3.64,60.81
10-01-2024,Central India,Compute,317,439,89.91,98.98,1,95.05,3.64,60.81
10-01-2024,Central India,Storage,478,583,,99.37,1,95.05,3.64,60.81
10-01-2024,Central India,Network,695,960,210.67,98.7,1,95.05,3.64,60.81
11-01-2024,East Asia,Compute,374,442,90.73,99.93,1,97.77,2.48,88.17
11-01-2024,East Asia,Storage,811,1032,255.11,99.54,1,97.77,2.48,88.17
11-01-2024,East Asia,Network,817,1062,128.18,98.89,1,97.77,2.48,88.17
11-01-2024,South India,Compute,592,747,181.7,99.74,1,97.77,2.48,88.17
11-01-2024,South India,Storage,707,977,169.5,99.36,1,97.77,2.48,88.17
11-01-2024,South India,Network,812,1011,211.68,99.43,1,97.77,2.48,88.17
11-01-2024,Japan East,Compute,480,529,161.18,99.96,1,97.77,2.48,88.17
11-01-2024,Japan East,Storage,596,727,205.49,98.86,1,97.77,2.48,88.17
11-01-2024,Japan East,Network,711,891,223.01,98.82,1,97.77,2.48,88.17
11-01-2024,Southeast Asia,Compute,745,829,236.16,98.53,1,97.77,2.48,88.17
11-01-2024,Southeast Asia,Storage,537,648,161.75,99.78,1,97.77,2.48,88.17
11-01-2024,Southeast Asia,Network,585,657,160,99.85,1,97.77,2.48,88.17
11-01-2024,Korea Central,Compute,453,548,153.94,99.54,1,,2.48,88.17
11-01-2024,Korea Central,Storage,623,832,163.48,99.79,1,97.77,2.48,88.17
11-01-2024,Korea Central,Network,423,482,143.38,99.72,1,97.77,2.48,88.17
11-01-2024,Central India,Compute,536,704,83.25,99.27,1,97.77,2.48,88.17
11-01-2024,Central India,Storage,624,772,157.48,99.88,1,97.77,2.48,88.17
11-01-2024,Central India,Network,711,852,126.42,99.24,1,97.77,2.48,88.17
12-01-2024,East Asia,Compute,691,920,181.21,98.82,1,95.14,4.15,80.09
12-01-2024,East Asia,Storage,494,598,101.54,99.67,1,95.14,4.15,80.09
12-01-2024,East Asia,Network,697,931,160.13,98.71,1,95.14,4.15,80.09
12-01-2024,South India,Compute,765,931,244.86,99.17,1,95.14,4.15,80.09
12-01-2024,South India,Storage,620,713,160.73,99.38,1,95.14,4.15,80.09
12-01-2024,South India,Network,808,889,270.46,98.8,1,95.14,4.15,80.09
12-01-2024,Japan East,Compute,462,609,112.04,99.04,1,95.14,4.15,80.09
12-01-2024,Japan East,Storage,275,376,82.64,99.57,1,95.14,4.15,80.09
12-01-2024,Japan East,Network,447,540,89.01,99.55,1,95.14,4.15,80.09
12-01-2024,Southeast Asia,Compute,700,941,162,98.55,1,95.14,4.15,80.09
12-01-2024,Southeast Asia,Storage,283,362,82.07,99.73,1,95.14,4.15,80.09
12-01-2024,Southeast Asia,Network,408,520,126.35,99.01,1,95.14,4.15,80.09
12-01-2024,Korea Central,Compute,298,388,51.06,98.89,1,95.14,4.15,80.09
12-01-2024,Korea Central,Storage,453,575,127.75,98.77,1,95.14,4.15,80.09
12-01-2024,Korea Central,Network,257,320,48.27,98.54,1,95.14,4.15,80.09
12-01-2024,Central India,Compute,671,806,117.3,99.76,1,95.14,4.15,80.09
12-01-2024,Central India,Storage,258,350,42.38,99.47,1,,4.15,80.09
12-01-2024,Central India,Network,448,531,101.84,99.36,1,95.14,4.15,80.09
13-01-2024,East Asia,Compute,393,503,136.43,99.17,0,95.48,3.17,69.41
13-01-2024,East Asia,Storage,296,339,49.29,99.48,0,95.48,3.17,
13-01-2024,East Asia,Network,644,758,168.34,99.92,0,95.48,3.17,69.41
13-01-2024,South India,Compute,590,667,198.21,99.8,0,95.48,3.17,69.41
13-01-2024,South India,Storage,658,764,103.6,99.64,0,95.48,3.17,69.41
13-01-2024,South India,Network,589,740,111.43,99.08,0,95.48,3.17,
13-01-2024,Japan East,Compute,617,816,210.28,99.24,0,95.48,3.17,69.41
13-01-2024,Japan East,Storage,303,393,,98.64,0,95.48,3.17,69.41
13-01-2024,Japan East,Network,600,746,,99.04,0,95.48,3.17,69.41
13-01-2024,Southeast Asia,Compute,709,784,126.09,98.74,0,95.48,3.17,69.41
13-01-2024,Southeast Asia,Storage,760,1017,252.44,98.93,0,95.48,3.17,69.41
13-01-2024,Southeast Asia,Network,212,285,68.7,99.53,0,95.48,3.17,69.41
13-01-2024,Korea Central,Compute,528,613,180.1,99.56,0,95.48,3.17,69.41
13-01-2024,Korea Central,Storage,375,460,61.98,99.24,0,95.48,3.17,69.41
13-01-2024,Korea Central,Network,219,266,63.5,99.9,0,95.48,3.17,69.41
13-01-2024,Central India,Compute,542,745,162.37,99.41,0,95.48,3.17,69.41
13-01-2024,Central India,Storage,304,411,46.68,99.54,0,95.48,3.17,69.41
13-01-2024,Central India,Network,584,711,94.15,99.19,0,95.48,3.17,69.41
14-01-2024,East Asia,Compute,367,453,70.46,99.3,1,96.91,1.65,87.82
14-01-2024,East Asia,Storage,226,279,67.98,98.92,1,96.91,1.65,87.82
14-01-2024,East Asia,Network,779,1043,222.38,98.7,1,96.91,1.65,87.82
14-01-2024,South India,Compute,255,328,48.15,99.26,1,96.91,1.65,87.82
14-01-2024,South India,Storage,290,333,56.47,99.32,1,96.91,1.65,87.82
14-01-2024,South India,Network,258,334,45.5,99.09,1,96.91,,87.82
14-01-2024,Japan East,Compute,,865,147.03,99.52,1,96.91,1.65,87.82
14-01-2024,Japan East,Storage,700,909,136.4,99.41,1,96.91,1.65,87.82
14-01-2024,Japan East,Network,768,975,264.83,98.78,1,96.91,1.65,87.82
14-01-2024,Southeast Asia,Compute,402,515,96.88,99.36,1,96.91,1.65,87.82
14-01-2024,Southeast Asia,Storage,376,478,68.26,99.76,1,96.91,1.65,87.82
14-01-2024,Southeast Asia,Network,667,904,166.44,99.74,1,96.91,1.65,87.82
14-01-2024,Korea Central,Compute,749,999,259.71,98.57,1,96.91,1.65,87.82
14-01-2024,Korea Central,Storage,275,365,55.59,99.39,1,96.91,1.65,87.82
14-01-2024,Korea Central,Network,,903,179.34,99.94,1,96.91,1.65,87.82
14-01-2024,Central India,Compute,492,613,167.13,99.27,1,96.91,1.65,87.82
14-01-2024,Central India,Storage,409,494,90.04,98.87,1,96.91,1.65,87.82
14-01-2024,Central India,Network,303,,96.54,99.44,1,96.91,1.65,87.82
15-01-2024,East Asia,Compute,419,520,126.14,99.38,0,97.75,3.09,
15-01-2024,East Asia,Storage,542,713,181.56,99.95,0,97.75,3.09,75.57
15-01-2024,East Asia,Network,412,545,76.37,99.88,0,97.75,3.09,75.57
15-01-2024,South India,Compute,469,613,143.42,98.54,0,97.75,3.09,75.57
15-01-2024,South India,Storage,771,875,186.23,98.85,0,97.75,3.09,75.57
15-01-2024,South India,Network,804,920,194.42,99.02,0,97.75,3.09,75.57
15-01-2024,Japan East,Compute,340,423,69.43,98.88,0,97.75,3.09,75.57
15-01-2024,Japan East,Storage,360,483,82.11,98.75,0,97.75,3.09,75.57
15-01-2024,Japan East,Network,750,929,126.06,99.77,0,97.75,3.09,75.57
15-01-2024,Southeast Asia,Compute,339,391,87.09,99.86,0,97.75,3.09,75.57
15-01-2024,Southeast Asia,Storage,414,530,121.5,99.64,0,97.75,3.09,75.57
15-01-2024,Southeast Asia,Network,537,606,132.09,98.92,0,97.75,3.09,75.57
15-01-2024,Korea Central,Compute,724,808,207.22,99.67,0,97.75,3.09,75.57
15-01-2024,Korea Central,Storage,487,541,150.05,99.9,0,97.75,3.09,75.57
15-01-2024,Korea Central,Network,322,448,61.94,99.13,0,97.75,3.09,75.57
15-01-2024,Central India,Compute,662,926,141.35,98.57,0,97.75,3.09,
15-01-2024,Central India,Storage,680,778,207.41,98.89,0,97.75,3.09,75.57
15-01-2024,Central India,Network,650,872,152.93,99.42,0,97.75,3.09,75.57
16-01-2024,East Asia,Compute,814,1121,222.41,99.55,1,,3.66,88.55
16-01-2024,East Asia,Storage,288,389,87.81,99.11,1,96,3.66,
16-01-2024,East Asia,Network,652,873,181.89,99.61,1,,3.66,88.55
16-01-2024,South India,Compute,728,904,222.65,99.25,1,,3.66,
16-01-2024,South India,Storage,272,319,89.65,99.44,1,96,3.66,88.55
16-01-2024,South India,Network,451,554,130.99,99.02,1,96,,88.55
16-01-2024,Japan East,Compute,769,1033,121.25,99.69,1,,3.66,88.55
16-01-2024,Japan East,Storage,417,539,62.86,99.93,1,96,3.66,88.55
16-01-2024,Japan East,Network,781,900,154.58,98.73,1,96,3.66,88.55
16-01-2024,Southeast Asia,Compute,,1023,215.81,,1,96,3.66,88.55
16-01-2024,Southeast Asia,Storage,489,593,170.45,99.32,1,96,3.66,
16-01-2024,Southeast Asia,Network,730,905,249.8,99.71,1,96,3.66,88.55
16-01-2024,Korea Central,Compute,523,679,158.44,99.91,1,96,3.66,88.55
16-01-2024,Korea Central,Storage,265,370,43.27,99.69,1,96,3.66,88.55
16-01-2024,Korea Central,Network,225,260,50.06,99.79,1,96,3.66,88.55
16-01-2024,Central India,Compute,232,307,68.38,98.91,1,96,3.66,88.55
16-01-2024,Central India,Storage,327,395,106.42,99.09,1,96,3.66,88.55
16-01-2024,Central India,Network,338,395,115.13,99.11,1,96,3.66,
17-01-2024,East Asia,Compute,624,797,114.87,99.87,1,99.2,4.48,60.46
17-01-2024,East Asia,Storage,355,494,68.79,98.82,1,99.2,4.48,60.46
17-01-2024,East Asia,Network,767,1009,122.16,99.02,1,99.2,4.48,60.46
17-01-2024,South India,Compute,323,369,64.15,99.01,1,99.2,4.48,60.46
17-01-2024,South India,Storage,542,663,133.6,99.61,1,99.2,4.48,60.46
17-01-2024,South India,Network,315,366,94.06,98.86,1,99.2,4.48,60.46
17-01-2024,Japan East,Compute,802,917,176.29,99.9,1,99.2,4.48,60.46
17-01-2024,Japan East,Storage,695,825,119.65,98.87,1,99.2,4.48,60.46
17-01-2024,Japan East,Network,,576,148.51,98.75,1,99.2,4.48,60.46
17-01-2024,Southeast Asia,Compute,,887,142.33,99.68,1,99.2,4.48,60.46
17-01-2024,Southeast Asia,Storage,693,843,199.8,99.96,1,99.2,4.48,60.46
17-01-2024,Southeast Asia,Network,579,723,125.56,99.52,1,99.2,4.48,60.46
17-01-2024,Korea Central,Compute,465,570,147.9,98.58,1,99.2,4.48,60.46
17-01-2024,Korea Central,Storage,528,625,107.08,99.74,1,99.2,4.48,60.46
17-01-2024,Korea Central,Network,597,833,157.47,98.89,1,99.2,4.48,60.46
17-01-2024,Central India,Compute,242,298,75.24,99.72,1,99.2,4.48,60.46
17-01-2024,Central India,Storage,631,794,152.21,98.59,1,99.2,4.48,60.46
17-01-2024,Central India,Network,337,424,54.97,99.62,1,99.2,4.48,60.46
18-01-2024,East Asia,Compute,255,329,62.75,99.55,1,97.85,3.01,70.53
18-01-2024,East Asia,Storage,539,679,150.49,99.38,1,97.85,3.01,70.53
18-01-2024,East Asia,Network,611,709,137.39,98.67,1,97.85,3.01,70.53
18-01-2024,South India,Compute,642,885,220.46,98.69,1,97.85,3.01,70.53
18-01-2024,South India,Storage,716,897,246.14,99.54,1,97.85,3.01,70.53
18-01-2024,South India,Network,364,467,102.32,99.81,1,97.85,3.01,70.53
18-01-2024,Japan East,Compute,629,872,105.85,99.54,1,,3.01,70.53
18-01-2024,Japan East,Storage,708,823,174.6,99.49,1,97.85,3.01,70.53
18-01-2024,Japan East,Network,671,901,229.77,99.72,1,97.85,3.01,70.53
18-01-2024,Southeast Asia,Compute,,907,129.68,99.22,1,97.85,3.01,70.53
18-01-2024,Southeast Asia,Storage,676,857,194.39,99.61,1,97.85,3.01,70.53
18-01-2024,Southeast Asia,Network,278,330,67.17,98.67,1,97.85,3.01,70.53
18-01-2024,Korea Central,Compute,837,983,274.15,99.76,1,97.85,3.01,70.53
18-01-2024,Korea Central,Storage,240,320,70.89,98.57,1,97.85,3.01,70.53
18-01-2024,Korea Central,Network,476,589,106.23,98.7,1,97.85,3.01,70.53
18-01-2024,Central India,Compute,788,894,195.39,98.76,1,97.85,3.01,70.53
18-01-2024,Central India,Storage,495,645,,98.84,1,97.85,3.01,70.53
18-01-2024,Central India,Network,330,372,108.34,99.32,1,97.85,3.01,70.53
19-01-2024,East Asia,Compute,233,269,59.71,99.82,1,99.41,3.98,77.58
19-01-2024,East Asia,Storage,615,845,100.97,98.92,1,99.41,3.98,77.58
19-01-2024,East Asia,Network,759,983,234.1,98.6,1,99.41,3.98,77.58
19-01-2024,South India,Compute,527,635,101.51,99.13,1,99.41,3.98,77.58
19-01-2024,South India,Storage,558,729,162.57,98.86,1,99.41,3.98,77.58
19-01-2024,South India,Network,434,484,134.17,99.23,1,99.41,3.98,77.58
19-01-2024,Japan East,Compute,488,555,88.29,,1,99.41,3.98,77.58
19-01-2024,Japan East,Storage,803,1062,142.97,99.33,1,99.41,3.98,77.58
19-01-2024,Japan East,Network,391,443,69.78,99.81,1,99.41,3.98,77.58
19-01-2024,Southeast Asia,Compute,444,541,104.48,99.94,1,99.41,3.98,77.58
19-01-2024,Southeast Asia,Storage,593,784,161.42,99.32,1,99.41,,77.58
